stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station
1885,,"Marne-la-Vallée Chessy","Parc Disneyland - 77111",48.87016777436163,2.782492052599299,0,
161469,,"Val d'europe","Place Jean Monnet - 77449",48.85549704826123,2.7736084332189748,0,
2012,,"Bussy-Saint-Georges","Rocade de la Gare - 77058",48.83665082820275,2.709854058543625,0,
2516,,"Torcy","Rue Léon Blum - 77468",48.83959713753761,2.6545815811820037,0,
1859,,"Lognes","Johan Scarron (rue quartier du Mandinet Lognes) - 77258",48.83907532767992,2.6338690555739257,0,
1839,,"Noisiel","centre quartier du Luzard - 77337",48.84348503430221,2.616614613852153,0,
2307,,"Noisy-Champs","Entrée Ouest de la Gare - 93051",48.84307613366186,2.5818763988415916,0,
2532,,"Noisy-le-Grand (Mont d'Est)","Esplanade des Arcades - 93051",48.840882627372274,2.549350971449035,0,
2010,,"Bry-sur-Marne","Gallieni (boulevard) - 94015",48.84442645483315,2.5263936672560128,0,
1837,,"Neuilly-Plaisance","Boulevard Gallieni - 93049",48.85346032384484,2.5137606489199347,0,
1689,,"Val de Fontenay","ZUP de Fontenay - 94033",48.854043248483144,2.488553014023377,0,
